OrderID,CustomerID,OrderDate,OrderYear,OrderMonth,OrderYearMonth,OrderDayOfWeek,Status,IsReturned,ProductName,Category,UnitPrice,Quantity,Discount,OrderValue,PaymentMethod,CustomerSegment,Age,City
501502,102384,2024-10-27,2024,10,2024-10,일요일,Completed,0,Power Bank,Electronics,35.0,2.0,0.0,70.0,CardToCard,Regular,36.0,Tehran
501503,101422,2024-04-09,2024,4,2024-04,화요일,Completed,0,USB-C Cable,Accessories,9.0,3.0,5.0,26.0,CardToCard,Regular,65.0,Shiraz
501504,106444,2025-03-19,2025,3,2025-03,수요일,Completed,0,Desk Lamp,Home Office,32.0,4.0,5.0,122.0,Gateway,New,56.0,Tehran
501505,101931,2025-09-28,2025,9,2025-09,일요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,5.0,21.0,Gateway,Regular,22.0,Tehran
501506,107261,2025-08-15,2025,8,2025-08,금요일,Completed,0,Smart Watch,Wearables,120.0,2.0,10.0,216.0,CardToCard,Regular,27.0,Isfahan
501507,101425,2026-01-09,2026,1,2026-01,금요일,Completed,0,Notebook,Stationery,7.0,3.0,0.0,21.0,CardToCard,New,30.0,Tehran
501508,109196,2024-09-04,2024,9,2024-09,수요일,Returned,1,Headphones,Electronics,75.0,4.0,10.0,270.0,Gateway,Regular,26.0,Karaj
501510,105656,2026-05-18,2026,5,2026-05,월요일,Completed,0,Headphones,Electronics,75.0,2.0,5.0,142.0,Gateway,Regular,28.0,Tehran
501511,104002,2025-01-29,2025,1,2025-01,수요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,15.0,31.0,Gateway,Regular,58.0,Tehran
501512,109477,2025-12-21,2025,12,2025-12,일요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,10.0,10.0,Gateway,New,34.0,Isfahan
501513,100734,2025-06-12,2025,6,2025-06,목요일,Completed,0,HDMI Cable,Accessories,11.0,5.0,0.0,55.0,Gateway,Regular,55.0,Rasht
501515,107325,2026-05-08,2026,5,2026-05,금요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,10.0,32.0,Gateway,VIP,40.0,Mashhad
501516,105287,2024-10-07,2024,10,2024-10,월요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,5.0,53.0,Wallet,Regular,31.0,Rasht
501517,105408,2025-07-08,2025,7,2025-07,화요일,Completed,0,Smart Watch,Wearables,120.0,1.0,10.0,108.0,CardToCard,VIP,56.0,Tabriz
501518,104616,2024-08-08,2024,8,2024-08,목요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,15.0,8.0,Wallet,Regular,38.0,Isfahan
501519,105035,2025-05-12,2025,5,2025-05,월요일,Completed,0,Fitness Band,Wearables,55.0,2.0,0.0,110.0,Gateway,New,19.0,Kerman
501520,106928,2025-04-12,2025,4,2025-04,토요일,Completed,0,Smart Watch,Wearables,120.0,2.0,0.0,240.0,Wallet,New,31.0,Karaj
501521,105151,2024-08-13,2024,8,2024-08,화요일,Completed,0,Wireless Mouse,Electronics,18.0,3.0,0.0,54.0,CardToCard,New,25.0,Isfahan
501522,102317,2026-06-16,2026,6,2026-06,화요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,15.0,8.0,Gateway,Regular,22.0,Ahvaz
501523,108309,2024-05-01,2024,5,2024-05,수요일,Completed,0,Phone Case,Accessories,14.0,2.0,0.0,28.0,Gateway,New,52.0,Tehran
501524,101303,2025-01-17,2025,1,2025-01,금요일,Returned,1,Bluetooth Speaker,Electronics,58.0,1.0,0.0,58.0,Wallet,Regular,51.0,Shiraz
501525,109237,2024-01-28,2024,1,2024-01,일요일,Completed,0,Fitness Band,Wearables,55.0,1.0,20.0,44.0,Gateway,New,44.0,Rasht
501526,104387,2025-08-12,2025,8,2025-08,화요일,Completed,0,Notebook,Stationery,7.0,3.0,0.0,21.0,Wallet,Regular,30.0,Ahvaz
501527,104752,2025-02-03,2025,2,2025-02,월요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,15.0,8.0,Cash,New,25.0,Rasht
501528,106809,2025-04-28,2025,4,2025-04,월요일,Completed,0,Webcam,Electronics,48.0,1.0,20.0,38.0,CardToCard,Regular,20.0,Tehran
501529,108350,2025-08-26,2025,8,2025-08,화요일,Completed,0,Microphone,Electronics,85.0,1.0,0.0,85.0,Wallet,Regular,55.0,Karaj
501530,107180,2025-10-22,2025,10,2025-10,수요일,Completed,0,Backpack,Accessories,42.0,1.0,0.0,42.0,Gateway,Regular,32.0,Tehran
501531,101588,2026-05-18,2026,5,2026-05,월요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,10.0,10.0,Gateway,New,21.0,Kerman
501532,106741,2026-01-16,2026,1,2026-01,금요일,Completed,0,Office Chair,Home Office,180.0,1.0,5.0,171.0,Wallet,Regular,18.0,Shiraz
501533,107602,2024-10-06,2024,10,2024-10,일요일,Completed,0,Power Bank,Electronics,35.0,1.0,5.0,33.0,Wallet,Regular,18.0,Rasht
501534,106478,2025-09-20,2025,9,2025-09,토요일,Completed,0,Backpack,Accessories,42.0,3.0,0.0,126.0,Gateway,Regular,35.0,Ahvaz
501536,101600,2024-04-27,2024,4,2024-04,토요일,Completed,0,Headphones,Electronics,75.0,1.0,30.0,52.0,Wallet,Regular,51.0,Mashhad
501537,100967,2025-02-01,2025,2,2025-02,토요일,Completed,0,Backpack,Accessories,42.0,2.0,0.0,84.0,Gateway,Regular,46.0,Karaj
501539,108704,2025-03-13,2025,3,2025-03,목요일,Completed,0,Phone Case,Accessories,14.0,2.0,0.0,28.0,CardToCard,Regular,21.0,Shiraz
501540,105603,2025-02-14,2025,2,2025-02,금요일,Completed,0,Headphones,Electronics,75.0,1.0,30.0,52.0,CardToCard,Regular,18.0,Ahvaz
501541,108905,2025-07-08,2025,7,2025-07,화요일,Completed,0,Power Bank,Electronics,35.0,2.0,5.0,66.0,Cash,Regular,47.0,Tehran
501542,100683,2026-05-03,2026,5,2026-05,일요일,Completed,0,Laptop Stand,Accessories,28.0,3.0,0.0,84.0,CardToCard,Regular,64.0,Tehran
501543,109205,2024-05-29,2024,5,2024-05,수요일,Completed,0,Headphones,Electronics,75.0,4.0,15.0,255.0,Gateway,Regular,48.0,Ahvaz
501544,102552,2024-11-04,2024,11,2024-11,월요일,Completed,0,HDMI Cable,Accessories,11.0,4.0,15.0,37.0,Gateway,Regular,33.0,Tabriz
501545,103760,2024-03-05,2024,3,2024-03,화요일,Completed,0,Backpack,Accessories,42.0,2.0,0.0,84.0,CardToCard,Regular,44.0,Tehran
501546,102660,2024-06-21,2024,6,2024-06,금요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,20.0,45.0,CardToCard,Regular,25.0,Shiraz
501547,103691,2026-06-14,2026,6,2026-06,일요일,Completed,0,Gaming Controller,Gaming,68.0,1.0,5.0,65.0,Wallet,Regular,37.0,Isfahan
501548,101329,2024-02-04,2024,2,2024-02,일요일,Completed,0,Bluetooth Speaker,Electronics,58.0,1.0,10.0,52.0,CardToCard,Regular,50.0,Mashhad
501549,104955,2024-07-03,2024,7,2024-07,수요일,Completed,0,Bluetooth Speaker,Electronics,58.0,1.0,20.0,46.0,Gateway,Regular,36.0,Karaj
501550,101411,2025-01-03,2025,1,2025-01,금요일,Completed,0,Laptop Stand,Accessories,28.0,3.0,5.0,80.0,CardToCard,VIP,20.0,Tehran
501551,101679,2024-09-09,2024,9,2024-09,월요일,Completed,0,Headphones,Electronics,75.0,1.0,15.0,64.0,CardToCard,New,62.0,Tehran
501552,108913,2025-04-16,2025,4,2025-04,수요일,Completed,0,Bluetooth Speaker,Electronics,58.0,3.0,0.0,174.0,Cash,New,50.0,Ahvaz
501555,105119,2024-12-16,2024,12,2024-12,월요일,Completed,0,Phone Case,Accessories,14.0,1.0,10.0,13.0,Gateway,New,59.0,Isfahan
501556,104143,2025-08-13,2025,8,2025-08,수요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,0.0,11.0,Gateway,Regular,25.0,Tehran
501557,104929,2026-01-23,2026,1,2026-01,금요일,Completed,0,Backpack,Accessories,42.0,2.0,0.0,84.0,CardToCard,New,26.0,Qom
501558,108102,2024-07-16,2024,7,2024-07,화요일,Completed,0,Notebook,Stationery,7.0,2.0,0.0,14.0,Gateway,Regular,63.0,Tehran
501559,103543,2025-09-11,2025,9,2025-09,목요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,5.0,10.0,Gateway,Regular,22.0,Mashhad
501560,103641,2025-06-14,2025,6,2025-06,토요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,0.0,22.0,Gateway,New,52.0,Mashhad
501561,101962,2025-09-26,2025,9,2025-09,금요일,Returned,1,Microphone,Electronics,85.0,2.0,5.0,162.0,CardToCard,VIP,65.0,Tehran
501562,103181,2024-03-13,2024,3,2024-03,수요일,Completed,0,USB-C Cable,Accessories,9.0,2.0,20.0,14.0,CardToCard,Regular,28.0,Tehran
501563,108692,2025-09-25,2025,9,2025-09,목요일,Completed,0,Smart Watch,Wearables,120.0,1.0,10.0,108.0,Cash,New,63.0,Karaj
501564,102057,2025-11-11,2025,11,2025-11,화요일,Completed,0,Notebook,Stationery,7.0,1.0,10.0,6.0,Gateway,VIP,53.0,Ahvaz
501565,101887,2025-08-16,2025,8,2025-08,토요일,Completed,0,Phone Case,Accessories,14.0,1.0,5.0,13.0,Gateway,Regular,49.0,Isfahan
501566,100876,2024-06-19,2024,6,2024-06,수요일,Completed,0,Backpack,Accessories,42.0,5.0,15.0,178.0,Wallet,Regular,42.0,Isfahan
501567,109803,2024-05-19,2024,5,2024-05,일요일,Completed,0,Phone Case,Accessories,14.0,2.0,10.0,25.0,Gateway,Regular,48.0,Mashhad
501568,101989,2025-09-29,2025,9,2025-09,월요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,0.0,9.0,Gateway,Regular,28.0,Tehran
501569,102066,2025-07-13,2025,7,2025-07,일요일,Completed,0,Fitness Band,Wearables,55.0,2.0,0.0,110.0,CardToCard,Regular,42.0,Qom
501570,108187,2026-06-10,2026,6,2026-06,수요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,10.0,32.0,Wallet,Regular,38.0,Tehran
501571,108899,2025-01-27,2025,1,2025-01,월요일,Completed,0,Monitor,Electronics,21.0,2.0,0.0,42.0,Gateway,New,53.0,Mashhad
501572,105640,2024-07-17,2024,7,2024-07,수요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,5.0,17.0,CardToCard,Regular,62.0,Mashhad
501573,102956,2025-10-26,2025,10,2025-10,일요일,Completed,0,Microphone,Electronics,85.0,4.0,30.0,238.0,Cash,Regular,65.0,Tabriz
501574,105885,2025-10-08,2025,10,2025-10,수요일,Completed,0,Power Bank,Electronics,35.0,4.0,10.0,126.0,Gateway,Regular,24.0,Rasht
501575,108114,2025-03-27,2025,3,2025-03,목요일,Completed,0,Notebook,Stationery,7.0,1.0,0.0,7.0,Gateway,Regular,32.0,Tehran
501576,103677,2025-10-06,2025,10,2025-10,월요일,Completed,0,Monitor,Electronics,21.0,2.0,10.0,38.0,Cash,Regular,35.0,Karaj
501577,107946,2024-09-25,2024,9,2024-09,수요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,20.0,18.0,CardToCard,VIP,43.0,Isfahan
501578,104916,2024-07-05,2024,7,2024-07,금요일,Completed,0,Phone Case,Accessories,14.0,3.0,0.0,42.0,Wallet,Regular,22.0,Mashhad
501579,106883,2024-04-19,2024,4,2024-04,금요일,Completed,0,Mechanical Keyboard,Electronics,62.0,1.0,0.0,62.0,Wallet,Regular,54.0,Shiraz
501580,106590,2024-09-08,2024,9,2024-09,일요일,Returned,1,Desk Lamp,Home Office,32.0,1.0,15.0,27.0,Gateway,Regular,41.0,Tehran
501581,104383,2025-07-19,2025,7,2025-07,토요일,Returned,1,Fitness Band,Wearables,55.0,2.0,15.0,94.0,Cash,Regular,34.0,Isfahan
501582,104164,2024-08-11,2024,8,2024-08,일요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,10.0,8.0,Gateway,New,27.0,Tehran
501583,108104,2026-02-02,2026,2,2026-02,월요일,Completed,0,Power Bank,Electronics,35.0,1.0,5.0,33.0,Gateway,New,50.0,Karaj
501584,103312,2024-08-03,2024,8,2024-08,토요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,0.0,11.0,CardToCard,Regular,41.0,Mashhad
501585,106567,2025-08-14,2025,8,2025-08,목요일,Completed,0,Fitness Band,Wearables,55.0,2.0,5.0,104.0,CardToCard,New,22.0,Isfahan
501586,102515,2025-03-31,2025,3,2025-03,월요일,Completed,0,Headphones,Electronics,75.0,2.0,10.0,135.0,CardToCard,Regular,22.0,Karaj
501587,106599,2024-07-01,2024,7,2024-07,월요일,Completed,0,Backpack,Accessories,42.0,2.0,0.0,84.0,Gateway,VIP,24.0,Karaj
501588,102116,2025-04-25,2025,4,2025-04,금요일,Completed,0,Notebook,Stationery,7.0,2.0,10.0,13.0,Gateway,New,27.0,Rasht
501589,105081,2026-05-04,2026,5,2026-05,월요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,0.0,56.0,Wallet,New,33.0,Shiraz
501590,105706,2026-04-21,2026,4,2026-04,화요일,Completed,0,Office Chair,Home Office,180.0,2.0,10.0,324.0,Gateway,VIP,57.0,Shiraz
501591,101466,2024-09-08,2024,9,2024-09,일요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Gateway,New,23.0,Ahvaz
501592,100723,2025-04-08,2025,4,2025-04,화요일,Completed,0,Bluetooth Speaker,Electronics,58.0,1.0,5.0,55.0,Cash,New,58.0,Tehran
501593,102488,2024-05-10,2024,5,2024-05,금요일,Completed,0,Desk Lamp,Home Office,32.0,1.0,15.0,27.0,CardToCard,Regular,20.0,Tehran
501594,101600,2025-02-09,2025,2,2025-02,일요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,15.0,15.0,Cash,Regular,51.0,Mashhad
501595,103062,2024-10-04,2024,10,2024-10,금요일,Completed,0,Laptop Stand,Accessories,28.0,1.0,15.0,24.0,CardToCard,Regular,32.0,Tehran
501596,105916,2026-04-02,2026,4,2026-04,목요일,Completed,0,Notebook,Stationery,7.0,1.0,0.0,7.0,Cash,New,18.0,Kerman
501597,103365,2025-06-30,2025,6,2025-06,월요일,Completed,0,Webcam,Electronics,48.0,4.0,5.0,182.0,Gateway,Regular,25.0,Shiraz
501598,108069,2024-06-08,2024,6,2024-06,토요일,Completed,0,Power Bank,Electronics,35.0,3.0,15.0,89.0,Wallet,Regular,56.0,Tehran
501599,104715,2026-06-21,2026,6,2026-06,일요일,Completed,0,Bluetooth Speaker,Electronics,58.0,1.0,0.0,58.0,CardToCard,Regular,19.0,Tehran
501600,102650,2025-08-22,2025,8,2025-08,금요일,Completed,0,Gaming Controller,Gaming,68.0,1.0,0.0,68.0,Wallet,New,33.0,Karaj
501601,100140,2024-04-26,2024,4,2024-04,금요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,15.0,31.0,Gateway,Regular,38.0,Ahvaz
501602,100095,2025-11-21,2025,11,2025-11,금요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,5.0,9.0,Gateway,New,61.0,Tehran
501603,109344,2025-04-26,2025,4,2025-04,토요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,30.0,6.0,Cash,New,32.0,Mashhad
501605,108513,2024-06-18,2024,6,2024-06,화요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,0.0,9.0,Cash,Regular,58.0,Karaj
501606,100404,2024-08-28,2024,8,2024-08,수요일,Returned,1,Wireless Mouse,Electronics,18.0,1.0,0.0,18.0,Gateway,New,64.0,Tehran
501607,102212,2024-05-24,2024,5,2024-05,금요일,Completed,0,Power Bank,Electronics,35.0,2.0,0.0,70.0,CardToCard,Regular,55.0,Qom
501608,103320,2025-11-25,2025,11,2025-11,화요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,10.0,50.0,CardToCard,New,19.0,Isfahan
501609,101023,2024-08-23,2024,8,2024-08,금요일,Completed,0,Phone Case,Accessories,14.0,1.0,5.0,13.0,Cash,New,59.0,Tehran
501610,104497,2025-02-09,2025,2,2025-02,일요일,Completed,0,Power Bank,Electronics,35.0,2.0,5.0,66.0,Gateway,New,33.0,Tehran
501611,109243,2026-05-21,2026,5,2026-05,목요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,0.0,56.0,Wallet,New,49.0,Qom
501612,107558,2026-06-24,2026,6,2026-06,수요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,20.0,29.0,Gateway,New,54.0,Mashhad
501613,102738,2025-11-14,2025,11,2025-11,금요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,0.0,22.0,CardToCard,New,27.0,Isfahan
501614,107730,2025-11-21,2025,11,2025-11,금요일,Completed,0,USB-C Cable,Accessories,9.0,4.0,5.0,34.0,Gateway,New,63.0,Tabriz
501615,102257,2026-04-21,2026,4,2026-04,화요일,Completed,0,Power Bank,Electronics,35.0,2.0,20.0,56.0,CardToCard,Regular,56.0,Isfahan
501616,104173,2025-11-19,2025,11,2025-11,수요일,Completed,0,Laptop Stand,Accessories,28.0,1.0,0.0,28.0,Gateway,Regular,42.0,Tehran
501617,107605,2025-01-24,2025,1,2025-01,금요일,Completed,0,HDMI Cable,Accessories,11.0,3.0,0.0,33.0,Gateway,Regular,21.0,Tehran
501618,108738,2024-02-22,2024,2,2024-02,목요일,Returned,1,Phone Case,Accessories,14.0,1.0,0.0,14.0,Cash,Regular,25.0,Mashhad
501619,107191,2024-06-29,2024,6,2024-06,토요일,Completed,0,Webcam,Electronics,48.0,1.0,15.0,41.0,Wallet,New,40.0,Tabriz
501620,103824,2025-01-19,2025,1,2025-01,일요일,Completed,0,Webcam,Electronics,48.0,3.0,0.0,144.0,Gateway,New,26.0,Karaj
501621,102725,2024-08-17,2024,8,2024-08,토요일,Completed,0,Smart Watch,Wearables,120.0,2.0,0.0,240.0,Gateway,VIP,55.0,Ahvaz
501622,104745,2024-10-11,2024,10,2024-10,금요일,Completed,0,Mechanical Keyboard,Electronics,62.0,2.0,0.0,124.0,CardToCard,New,51.0,Qom
501623,108145,2024-02-21,2024,2,2024-02,수요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,10.0,10.0,Gateway,New,46.0,Mashhad
501624,103965,2025-04-22,2025,4,2025-04,화요일,Completed,0,Phone Case,Accessories,14.0,2.0,0.0,28.0,CardToCard,Regular,27.0,Mashhad
501625,104621,2024-10-30,2024,10,2024-10,수요일,Completed,0,Headphones,Electronics,75.0,2.0,0.0,150.0,Gateway,Regular,47.0,Tehran
501626,106192,2024-08-11,2024,8,2024-08,일요일,Completed,0,Notebook,Stationery,7.0,1.0,10.0,6.0,Gateway,Regular,20.0,Tehran
501627,105990,2025-06-11,2025,6,2025-06,수요일,Completed,0,Power Bank,Electronics,35.0,1.0,5.0,33.0,CardToCard,New,45.0,Rasht
501628,104034,2024-08-27,2024,8,2024-08,화요일,Completed,0,Office Chair,Home Office,180.0,2.0,15.0,306.0,Gateway,Regular,31.0,Ahvaz
501629,102483,2025-02-15,2025,2,2025-02,토요일,Completed,0,Bluetooth Speaker,Electronics,58.0,2.0,10.0,104.0,Gateway,Regular,26.0,Shiraz
501630,109317,2024-08-01,2024,8,2024-08,목요일,Completed,0,Notebook,Stationery,7.0,3.0,15.0,18.0,Wallet,Regular,65.0,Tabriz
501631,109823,2025-08-10,2025,8,2025-08,일요일,Completed,0,Phone Case,Accessories,14.0,1.0,15.0,12.0,Gateway,Regular,28.0,Mashhad
501632,108406,2026-01-08,2026,1,2026-01,목요일,Completed,0,Headphones,Electronics,75.0,2.0,10.0,135.0,Cash,New,23.0,Isfahan
501633,101843,2024-03-11,2024,3,2024-03,월요일,Completed,0,Desk Lamp,Home Office,32.0,1.0,10.0,29.0,Cash,Regular,57.0,Karaj
501634,103895,2025-12-09,2025,12,2025-12,화요일,Completed,0,Backpack,Accessories,42.0,2.0,10.0,76.0,Gateway,Regular,47.0,Mashhad
501635,103899,2026-01-05,2026,1,2026-01,월요일,Completed,0,Laptop Stand,Accessories,28.0,1.0,10.0,25.0,Cash,New,32.0,Mashhad
501636,100241,2026-05-17,2026,5,2026-05,일요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,5.0,9.0,Gateway,Regular,24.0,Tehran
501637,105156,2025-12-16,2025,12,2025-12,화요일,Completed,0,Notebook,Stationery,7.0,1.0,0.0,7.0,Wallet,New,59.0,Mashhad
501638,105460,2025-04-22,2025,4,2025-04,화요일,Completed,0,USB-C Cable,Accessories,9.0,2.0,15.0,15.0,Gateway,VIP,60.0,Tabriz
501639,107219,2024-03-01,2024,3,2024-03,금요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Wallet,Regular,30.0,Kerman
501640,102423,2024-03-05,2024,3,2024-03,화요일,Completed,0,Power Bank,Electronics,35.0,4.0,5.0,133.0,Gateway,New,22.0,Mashhad
501641,104604,2024-06-19,2024,6,2024-06,수요일,Returned,1,Phone Case,Accessories,14.0,5.0,0.0,70.0,Gateway,Regular,54.0,Mashhad
501642,103203,2025-01-21,2025,1,2025-01,화요일,Completed,0,Office Chair,Home Office,180.0,1.0,15.0,153.0,Wallet,New,54.0,Tehran
501643,101460,2026-05-05,2026,5,2026-05,화요일,Completed,0,Phone Case,Accessories,14.0,1.0,5.0,13.0,Wallet,New,42.0,Karaj
501644,104589,2024-05-31,2024,5,2024-05,금요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,10.0,8.0,Gateway,New,47.0,Karaj
501645,102022,2025-04-10,2025,4,2025-04,목요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,30.0,13.0,Cash,New,49.0,Kerman
501647,104719,2024-01-13,2024,1,2024-01,토요일,Completed,0,Power Bank,Electronics,35.0,4.0,5.0,133.0,CardToCard,Regular,37.0,Ahvaz
501648,107480,2024-02-10,2024,2,2024-02,토요일,Completed,0,Backpack,Accessories,42.0,2.0,10.0,76.0,CardToCard,New,39.0,Isfahan
501649,102138,2024-08-21,2024,8,2024-08,수요일,Completed,0,Laptop Stand,Accessories,28.0,4.0,0.0,112.0,Wallet,New,19.0,Tehran
501650,105576,2024-07-13,2024,7,2024-07,토요일,Completed,0,Headphones,Electronics,75.0,2.0,5.0,142.0,Wallet,New,43.0,Tabriz
501651,103136,2025-03-06,2025,3,2025-03,목요일,Completed,0,Headphones,Electronics,75.0,2.0,0.0,150.0,Gateway,Regular,18.0,Isfahan
501652,107283,2024-12-29,2024,12,2024-12,일요일,Completed,0,Notebook,Stationery,7.0,1.0,5.0,7.0,CardToCard,Regular,52.0,Kerman
501653,108950,2025-05-19,2025,5,2025-05,월요일,Completed,0,Phone Case,Accessories,14.0,5.0,15.0,60.0,Gateway,Regular,41.0,Isfahan
501654,103072,2024-05-07,2024,5,2024-05,화요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,20.0,7.0,Wallet,VIP,41.0,Shiraz
501656,104929,2024-07-04,2024,7,2024-07,목요일,Completed,0,Webcam,Electronics,48.0,4.0,0.0,192.0,CardToCard,New,26.0,Qom
501657,102171,2025-01-25,2025,1,2025-01,토요일,Completed,0,Phone Case,Accessories,14.0,2.0,10.0,25.0,Gateway,VIP,19.0,Isfahan
501658,100711,2024-01-29,2024,1,2024-01,월요일,Completed,0,Headphones,Electronics,75.0,1.0,0.0,75.0,CardToCard,Regular,50.0,Karaj
501659,107558,2025-11-20,2025,11,2025-11,목요일,Completed,0,Desk Lamp,Home Office,32.0,2.0,5.0,61.0,Gateway,New,54.0,Mashhad
501660,100525,2025-06-25,2025,6,2025-06,수요일,Completed,0,Notebook,Stationery,7.0,2.0,5.0,13.0,Wallet,Regular,33.0,Mashhad
501661,100179,2024-06-29,2024,6,2024-06,토요일,Completed,0,Backpack,Accessories,42.0,2.0,10.0,76.0,Gateway,New,61.0,Isfahan
501662,101607,2025-06-03,2025,6,2025-06,화요일,Completed,0,Headphones,Electronics,75.0,1.0,5.0,71.0,Wallet,Regular,25.0,Ahvaz
501663,104627,2025-01-12,2025,1,2025-01,일요일,Completed,0,Phone Case,Accessories,14.0,1.0,15.0,12.0,CardToCard,Regular,18.0,Tehran
501664,107511,2025-12-14,2025,12,2025-12,일요일,Completed,0,Tablet,Electronics,260.0,3.0,0.0,780.0,Gateway,VIP,35.0,Tehran
501665,109143,2026-06-10,2026,6,2026-06,수요일,Completed,0,Office Chair,Home Office,180.0,2.0,0.0,360.0,Wallet,Regular,22.0,Tabriz
501666,109222,2024-04-17,2024,4,2024-04,수요일,Completed,0,Office Chair,Home Office,180.0,1.0,15.0,153.0,Gateway,VIP,59.0,Mashhad
501667,109347,2025-02-27,2025,2,2025-02,목요일,Completed,0,Desk Lamp,Home Office,32.0,3.0,5.0,91.0,Cash,Regular,59.0,Tehran
501668,106173,2024-08-10,2024,8,2024-08,토요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,15.0,31.0,CardToCard,VIP,62.0,Qom
501669,104939,2025-10-09,2025,10,2025-10,목요일,Completed,0,Mechanical Keyboard,Electronics,62.0,1.0,0.0,62.0,Gateway,Regular,32.0,Karaj
501670,100406,2024-01-30,2024,1,2024-01,화요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,15.0,48.0,CardToCard,VIP,42.0,Karaj
501671,104614,2025-04-15,2025,4,2025-04,화요일,Completed,0,Monitor,Electronics,21.0,2.0,0.0,42.0,Wallet,New,43.0,Tehran
501672,106232,2026-01-10,2026,1,2026-01,토요일,Completed,0,Phone Case,Accessories,14.0,1.0,5.0,13.0,CardToCard,New,48.0,Kerman
501673,107056,2024-12-02,2024,12,2024-12,월요일,Completed,0,Notebook,Stationery,7.0,1.0,15.0,6.0,Wallet,New,25.0,Shiraz
501674,102753,2025-12-25,2025,12,2025-12,목요일,Returned,1,USB-C Cable,Accessories,9.0,4.0,5.0,34.0,Gateway,New,45.0,Rasht
501675,103142,2024-05-06,2024,5,2024-05,월요일,Completed,0,Phone Case,Accessories,14.0,2.0,5.0,27.0,Wallet,Regular,37.0,Tehran
501676,108790,2026-03-19,2026,3,2026-03,목요일,Completed,0,Bluetooth Speaker,Electronics,58.0,3.0,5.0,165.0,Cash,New,35.0,Tabriz
501677,108413,2025-11-14,2025,11,2025-11,금요일,Completed,0,Tablet,Electronics,260.0,2.0,5.0,494.0,Gateway,New,29.0,Karaj
501678,107309,2024-12-03,2024,12,2024-12,화요일,Completed,0,Wireless Mouse,Electronics,18.0,2.0,10.0,32.0,Gateway,New,54.0,Tehran
501679,103789,2024-04-22,2024,4,2024-04,월요일,Completed,0,Webcam,Electronics,48.0,2.0,0.0,96.0,Gateway,New,64.0,Mashhad
501680,103616,2025-03-25,2025,3,2025-03,화요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,5.0,53.0,Gateway,Regular,39.0,Tabriz
501681,105198,2025-08-02,2025,8,2025-08,토요일,Completed,0,Phone Case,Accessories,14.0,2.0,30.0,20.0,CardToCard,Regular,63.0,Karaj
501682,104406,2024-04-21,2024,4,2024-04,일요일,Completed,0,Backpack,Accessories,42.0,1.0,0.0,42.0,Wallet,New,60.0,Tabriz
501683,107951,2026-04-07,2026,4,2026-04,화요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,0.0,18.0,Gateway,Regular,48.0,Mashhad
501685,101705,2026-04-30,2026,4,2026-04,목요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,0.0,11.0,Gateway,New,62.0,Isfahan
501686,109285,2024-09-15,2024,9,2024-09,일요일,Completed,0,Mechanical Keyboard,Electronics,62.0,1.0,0.0,62.0,Gateway,Regular,18.0,Shiraz
501687,104619,2025-01-09,2025,1,2025-01,목요일,Completed,0,Webcam,Electronics,48.0,2.0,0.0,96.0,CardToCard,New,48.0,Shiraz
